PLAYER_NAME,SEASON,TEAM_ABBREVIATION,POSITION,PROFILE_GROUP,AGE,PTS,REB,AST,TS_PCT,USG_PCT,SCORING_PCTL,SHOOTING_PCTL,PLAYMAKING_PCTL,REBOUNDING_PCTL,DEFENSE_PCTL,EFFICIENCY_PCTL,RIM_PRESSURE_PCTL,CREATION_PCTL,ARCHETYPE
Francisco Garcia,2013-14,HOU,Guard/Wing,Guard/Wing,32.0,14.0,5.4,2.8,0.521,0.131,10.587161545482203,56.51810161241253,23.950410708853056,29.920900517188926,69.34895041070885,34.484332217827806,12.389717067234562,16.299056890781866,Guard/Wing
Gary Neal,2013-14,CHA,Guard/Wing,Guard/Wing,29.0,25.0,4.1,3.8,0.53,0.235,78.09552783693337,62.96014602981442,48.66899908731366,8.57164587770003,41.6793428658351,41.99117736537876,61.22097150390427,64.68664435655613,Guard/Wing
George Hill,2013-14,IND,Guard/Wing,Guard/Wing,28.0,16.6,6.0,5.6,0.563,0.146,24.870702768481898,57.778115809755604,59.72771524186188,37.72436872528141,93.85457864313965,70.01825372680256,32.82882060642937,38.22254335260116,Guard/Wing
Gerald Green,2013-14,PHX,Guard/Wing,Guard/Wing,28.0,27.2,5.8,2.6,0.585,0.233,86.04350471554609,87.41506946557145,20.368116823851537,41.48919987830848,44.91177365378765,83.5792515972011,75.14450867052022,50.007605719501065,Guard/Wing
Gerald Henderson,2013-14,CHA,Guard/Wing,Guard/Wing,26.0,22.8,6.5,4.2,0.507,0.221,67.05202312138728,28.589899604502587,48.66899908731366,47.18588378460603,68.20809248554913,23.783084879829634,62.387181827400866,60.74688165500456,Guard/Wing
Gerald Wallace,2013-14,BOS,Guard/Wing,Guard/Wing,31.0,10.6,7.6,5.1,0.543,0.115,1.6960754487374508,29.264273400263665,54.25159720109522,66.07849102525098,61.44660784910253,54.16793428658351,32.97332927694959,28.8028597505324,Guard/Wing
Giannis Antetokounmpo,2013-14,MIL,Big,Big,19.0,14.1,9.1,4.0,0.518,0.148,14.765657403566983,64.81404673026407,76.42057237660723,3.981750311074243,22.64102032351721,24.88593944421402,14.82787225217752,51.150974699294906,Big
Glen Davis,2013-14,LAC,Guard/Wing,Guard/Wing,28.0,19.6,10.7,2.4,0.491,0.2,45.96136294493459,26.21945036000405,17.074840279890477,90.9872223912382,57.316702160024334,14.542135686035898,58.789676503397224,38.29479768786127,Guard/Wing
Goran Dragic,2013-14,PHX,Guard/Wing,Guard/Wing,28.0,28.6,4.5,8.3,0.604,0.241,89.64101003954974,74.45238819592333,84.67447520535443,14.838758746577426,53.749619714024945,91.79342865835109,89.1086096744752,84.11545482202617,Guard/Wing
Gordon Hayward,2013-14,UTA,Guard/Wing,Guard/Wing,24.0,23.0,7.2,7.4,0.52,0.227,68.26893824155765,31.386269141060748,76.52114390021296,62.229996957712196,23.74505628232431,33.76939458472771,57.423182233039235,76.54396105871615,Guard/Wing
Greg Monroe,2013-14,DET,Big,Big,24.0,23.2,14.1,3.2,0.531,0.211,70.71754458730817,25.480436886492466,66.44545831605143,50.39402737453339,30.368104520945664,34.46702613023642,62.394580395409925,68.38448776441311,Big
Greg Stiemsma,2013-14,NOP,Big,Big,28.0,8.2,11.6,1.9,0.584,0.081,1.1613438407299876,46.916908613300144,24.533388635420987,18.042306097055164,47.97075902115306,72.23143923683118,28.971381169639155,12.69182911654915,Big
Greivis Vasquez,2013-14,TOR,Guard/Wing,Guard/Wing,27.0,22.1,5.0,9.4,0.537,0.211,62.88408883480378,65.61707737551973,91.0100395497414,22.185883784606023,82.40036507453605,48.50167325829023,54.83216712300983,78.84849406753878,Guard/Wing
Gustavo Ayon,2013-14,ATL,Big,Big,29.0,13.0,14.5,3.3,0.505,0.146,10.80464537536292,19.92948983824139,66.44545831605143,68.60223973454997,49.64226462048942,17.8141849854832,30.43688649246509,45.53090004147656,Big
Harrison Barnes,2013-14,GSW,Guard/Wing,Guard/Wing,22.0,16.3,6.9,2.6,0.486,0.166,23.007301490721023,28.818071189534532,17.074840279890477,56.63979312442957,77.52509887435352,12.344082750228171,23.50674373795761,24.026467903863704,Guard/Wing
Henry Sims,2013-14,PHI,Big,Big,24.0,19.7,13.4,2.9,0.535,0.181,49.813355454168395,35.37259781556754,66.44545831605143,38.03401078390709,26.884072998755702,37.598506843633345,43.757776856076326,58.78266279552053,Big
Hollis Thompson,2013-14,PHI,Guard/Wing,Guard/Wing,23.0,12.7,6.8,2.0,0.57,0.111,6.259507149376331,64.1770611499848,6.130209917858229,56.63979312442957,32.59811378156374,74.94675996349255,27.233546293479364,4.228780042592029,Guard/Wing
Ian Mahinmi,2013-14,IND,Big,Big,27.0,11.0,10.4,1.0,0.538,0.112,4.935711323102447,27.353795105765244,6.014102032351721,7.6731646619659895,58.12629614267939,40.08710078805475,15.595188718374118,6.034840315221899,Big
Iman Shumpert,2013-14,NYK,Guard/Wing,Guard/Wing,24.0,13.3,8.3,3.5,0.48,0.139,8.046851232126558,32.15698205050197,28.681168238515365,72.44447824764222,73.15181016124124,9.971098265895954,9.066017645269243,20.57727411013082,Guard/Wing
Isaiah Thomas,2013-14,SAC,Guard/Wing,Guard/Wing,25.0,29.1,4.2,9.0,0.574,0.254,90.78947368421053,63.18324713517899,91.86188013386067,8.57164587770003,49.70337693945847,77.60115606936417,82.19247540817362,90.19242470337694,Guard/Wing
J.J. Barea,2013-14,MIN,Guard/Wing,Guard/Wing,30.0,22.1,5.2,10.1,0.471,0.238,62.88408883480378,34.66179900618598,95.33769394584728,20.29205962884089,69.34895041070885,7.0581076969881344,51.64030017239631,88.77015515667782,Guard/Wing
JJ Hickson,2013-14,DEN,Big,Big,25.0,21.2,16.5,2.5,0.521,0.205,59.477395271671504,36.18830360846122,54.62463708004977,80.11198672749896,44.427623392783076,26.876814599751143,60.396792478916076,61.04313562836997,Big
JJ Redick,2013-14,LAC,Guard/Wing,Guard/Wing,30.0,26.3,3.7,3.8,0.598,0.209,83.449954365683,85.5440624683095,39.92242166108914,4.175540006084575,56.58655308792212,89.61819288104654,72.67011459284048,52.646790386370554,Guard/Wing
JR Smith,2013-14,NYK,Guard/Wing,Guard/Wing,28.0,23.0,6.4,4.7,0.527,0.213,68.26893824155765,71.0450258594463,54.25159720109522,48.84393063583815,36.317310617584425,39.51171280803164,55.16174830138931,61.1043504715546,Guard/Wing
Jae Crowder,2013-14,DAL,Guard/Wing,Guard/Wing,23.0,14.0,7.6,2.4,0.551,0.128,10.587161545482203,47.875469019369234,8.784606023729845,71.3036203224825,96.66108913903255,61.24125342257377,23.907311631680358,8.092485549132949,Guard/Wing
Jamal Crawford,2013-14,LAC,Guard/Wing,Guard/Wing,34.0,29.9,3.7,5.2,0.556,0.264,92.38667477943413,71.64080722036304,63.005780346820806,3.399756616975966,63.55339215089747,65.30270763614237,71.283338403813,77.1372071797992,Guard/Wing
Jameer Nelson,2013-14,ORL,Guard/Wing,Guard/Wing,32.0,19.0,5.4,11.0,0.515,0.197,41.77061149984789,53.7597606733597,94.34134469120778,29.920900517188926,27.114390021296014,29.464557347125037,37.47591522157996,75.83662914511712,Guard/Wing
James Anderson,2013-14,PHI,Guard/Wing,Guard/Wing,25.0,16.7,6.2,3.1,0.53,0.156,25.494371767569213,46.38474799716053,29.898083358685735,45.208396714329176,36.317310617584425,41.99117736537876,31.363451982557546,26.654243991481593,Guard/Wing
James Harden,2013-14,HOU,Guard/Wing,Guard/Wing,24.0,32.7,6.1,7.9,0.618,0.27,95.55065409187709,78.77243687252813,82.95558259811379,41.48919987830848,57.947976878612714,95.66473988439307,86.10181523172093,87.80042592029207,Guard/Wing
James Johnson,2013-14,MEM,Big,Big,27.0,20.7,9.0,6.0,0.552,0.192,56.57403566984654,69.10687128439099,92.78307756117793,3.670676068021568,53.75985068436333,50.622148486105345,46.30858564910826,76.00580671920365,Big
Jared Dudley,2013-14,LAC,Guard/Wing,Guard/Wing,28.0,14.6,4.6,3.0,0.541,0.134,13.454517797383634,54.264273400263654,21.858837846060236,14.838758746577426,74.64253118344996,52.4186188013386,25.268735422370952,15.854122299969577,Guard/Wing
Jared Sullinger,2013-14,BOS,Big,Big,22.0,24.2,14.8,2.9,0.497,0.234,75.01036914143509,57.949675100235034,63.542098714226455,63.35545416839486,41.92451265035255,13.81169639153878,54.68685192866031,72.94690999585234,Big
Jarrett Jack,2013-14,CLE,Guard/Wing,Guard/Wing,30.0,17.2,5.0,7.3,0.498,0.176,28.703985397018556,29.41638779028496,75.15972010952237,20.29205962884089,47.6650441131731,18.261332522056588,30.88175641415678,57.11895345299666,Guard/Wing
Jason Smith,2013-14,NOP,Big,Big,28.0,18.5,11.1,1.8,0.495,0.178,41.20696806304438,18.353380340107837,23.517212774782248,13.3139776026545,31.646619659892163,13.085856491082538,37.88193004285912,36.07424305267524,Big
Jason Terry,2013-14,BKN,Guard/Wing,Guard/Wing,36.0,14.2,3.3,5.0,0.501,0.144,11.286887739580164,58.997566169759665,55.74231822330392,1.6504411317310619,40.22665044113173,20.02585944630362,9.981239225230707,35.67082445999391,Guard/Wing
Jason Thompson,2013-14,SAC,Big,Big,27.0,14.8,13.3,1.3,0.523,0.143,18.374118622978017,23.517212774782248,11.094981335545418,41.51804230609705,37.55080879303193,28.577353795105765,31.079773261440625,16.673579427623395,Big
Jeff Adrien,2013-14,MIL,Big,Big,28.0,19.0,16.1,2.0,0.553,0.164,44.587308170883446,31.183464675791512,33.61675653255911,81.29406885109913,53.99004562422231,51.57610949813356,48.23724595603483,35.65947739527167,Big
Jeff Green,2013-14,BOS,Guard/Wing,Guard/Wing,27.0,24.8,6.8,2.5,0.52,0.232,77.35016732582902,46.275732684311926,20.368116823851537,53.6735625190143,47.6650441131731,33.76939458472771,61.043504715546085,49.775631274718585,Guard/Wing
Jeff Teague,2013-14,ATL,Guard/Wing,Guard/Wing,26.0,25.3,4.0,10.3,0.541,0.25,79.35807727411013,38.58381502890173,94.87374505628232,8.57164587770003,68.20809248554913,52.4186188013386,73.04786532806003,91.07849102525098,Guard/Wing
Jeffery Taylor,2013-14,CHA,Guard/Wing,Guard/Wing,25.0,16.6,4.8,1.8,0.436,0.184,24.870702768481898,18.18781056687963,5.818375418314573,16.550045634317005,86.37055065409189,1.6124125342257378,25.87719298245614,26.25114085792516,Guard/Wing
Jeremy Evans,2013-14,UTA,Big,Big,26.0,17.0,13.2,1.9,0.549,0.149,31.4184985483202,38.87045485967096,30.402322687681462,41.51804230609705,41.406055578598085,48.092077975943596,41.338310521222176,28.42181667357943,Big
Jeremy Lamb,2013-14,OKC,Guard/Wing,Guard/Wing,22.0,21.5,6.1,3.7,0.522,0.197,59.40827502281716,54.05891897373491,42.94949802251293,45.208396714329176,87.1006997261941,35.23729844843322,54.32765439610588,50.140705810769695,Guard/Wing
Jeremy Lin,2013-14,HOU,Guard/Wing,Guard/Wing,25.0,20.9,4.4,6.9,0.572,0.198,55.35442652874962,57.49923942804989,74.44478247642226,11.29449345908123,69.34895041070885,76.30057803468208,58.07220363046344,66.28384545177974,Guard/Wing
Jermaine O'Neal,2013-14,GSW,Big,Big,35.0,19.7,13.7,1.4,0.57,0.181,49.813355454168395,35.19286603069266,14.993778515138947,43.488179178764,54.68270427208626,63.604313562837,50.7673164661966,33.056822895064286,Big
Jerryd Bayless,2013-14,BOS,Guard/Wing,Guard/Wing,25.0,20.3,4.4,5.9,0.498,0.193,51.2321265591725,42.73400263664943,64.5193185275327,9.796166717371463,37.67873440827502,18.261332522056588,41.33962072812088,59.29038637055065,Guard/Wing
Jimmy Butler III,2013-14,CHI,Guard/Wing,Guard/Wing,24.0,17.9,6.7,3.6,0.522,0.167,33.396714329175545,28.61271676300578,36.41618497109826,50.45634317006389,91.314268329784,35.23729844843322,26.782273603082853,34.13827198052935,Guard/Wing
Joakim Noah,2013-14,CHI,Big,Big,29.0,18.9,16.9,8.1,0.531,0.185,43.71630029033596,25.480436886492466,98.96308585649109,80.11198672749896,75.47075902115304,34.46702613023642,42.88676897552883,76.48278722521775,Big
Jodie Meeks,2013-14,LAL,Guard/Wing,Guard/Wing,26.0,22.6,3.6,2.6,0.601,0.185,65.83510800121691,81.48767873440828,20.368116823851537,2.7152418618801337,20.62671128688774,90.75905080620626,63.00324510698712,33.98996045025859,Guard/Wing
Joe Johnson,2013-14,BKN,Guard/Wing,Guard/Wing,33.0,25.1,5.4,4.4,0.564,0.221,78.521448128993,77.18791197647296,52.92059628840888,33.85305749923943,51.69607544873745,70.80164283541222,73.19237399858027,62.87268025555217,Guard/Wing
John Henson,2013-14,MIL,Big,Big,23.0,21.6,13.8,3.1,0.543,0.201,61.67565325591041,28.591179317019215,72.33513065118208,47.01368726669431,48.81688096225632,43.79925342181667,66.42472003318126,68.70593114890087,Big
John Salmons,2013-14,TOR,Guard/Wing,Guard/Wing,34.0,11.8,4.8,4.3,0.462,0.126,3.9930027380590207,38.730858939255654,47.84758138119866,16.550045634317005,74.64253118344996,4.94371767569212,4.629347936314775,27.243687252814116,Guard/Wing
John Wall,2013-14,WAS,Guard/Wing,Guard/Wing,23.0,26.6,5.6,12.1,0.524,0.267,84.46151505932461,41.702160024338305,97.74870702768482,35.73167021600243,73.85153635533922,36.758442348646184,74.5892911469425,94.88515363553392,Guard/Wing
Jonas Valančiūnas,2013-14,TOR,Big,Big,22.0,20.7,16.2,1.3,0.579,0.183,56.57403566984654,37.03857320613853,11.800082953131481,82.18581501451679,54.22231439236831,69.14143508917462,59.15940826766211,32.16507673164662,Big
Jordan Crawford,2013-14,GSW,Guard/Wing,Guard/Wing,25.0,23.8,4.9,7.5,0.516,0.232,72.39123821113478,42.062164080722034,80.78795254031031,16.550045634317005,56.58655308792212,30.32400365074536,60.27786228577224,79.98554913294797,Guard/Wing
Jordan Farmar,2013-14,LAL,Guard/Wing,Guard/Wing,27.0,21.5,5.4,10.3,0.533,0.223,59.40827502281716,72.95659669404726,94.50867052023122,29.920900517188926,39.07058107696988,44.82050501977487,54.25159720109522,84.29799209005172,Guard/Wing
Jordan Hamilton,2013-14,HOU,Guard/Wing,Guard/Wing,23.0,19.0,9.1,2.5,0.507,0.183,41.77061149984789,53.89666362437887,19.729236385762093,78.05749923942805,64.91481594158807,23.783084879829634,33.003752154953865,32.66276239732279,Guard/Wing
Jordan Hill,2013-14,LAL,Big,Big,26.0,22.7,17.4,1.8,0.579,0.194,67.89713811696392,37.03857320613853,32.434674408958934,87.14226462048941,54.35400248859394,69.14143508917462,68.38794414489148,46.55744504355039,Big
Jose Calderon,2013-14,DAL,Guard/Wing,Guard/Wing,32.0,18.8,3.9,7.7,0.596,0.16,40.17341040462428,89.13396207281208,72.95406145421357,7.415576513538181,31.19866139336781,88.84240949193793,45.472061657032754,49.54365682993611,Guard/Wing
Josh McRoberts,2013-14,CHA,Guard/Wing,Guard/Wing,27.0,14.6,8.3,7.4,0.548,0.137,13.454517797383634,56.57894736842105,71.02220870094311,71.3036203224825,69.34895041070885,58.51080012169151,25.121691512017033,41.24201399452388,Guard/Wing
Josh Smith,2013-14,DET,Big,Big,28.0,23.0,9.5,4.6,0.463,0.241,69.72210700953961,54.285911793170186,86.12608875985069,4.230609705516383,29.765657403566983,4.437992534218167,53.145306235310386,85.58689340522605,Big
Jrue Holiday,2013-14,NOP,Guard/Wing,Guard/Wing,24.0,21.5,6.3,11.8,0.505,0.224,59.40827502281716,41.01257478957509,95.73319135990265,47.18588378460603,40.93398235473076,22.695466991177366,65.35341243281614,85.27912990568908,Guard/Wing
Kawhi Leonard,2013-14,SAS,Guard/Wing,Guard/Wing,23.0,21.8,10.7,3.4,0.602,0.18,61.302099178582296,65.16326944528953,32.324307879525406,92.07484027989048,93.59598418010344,91.10891390325526,66.9201906500355,37.45436568299361,Guard/Wing
Kelly Olynyk,2013-14,BOS,Big,Big,23.0,21.4,12.9,3.8,0.546,0.201,60.535047698050604,73.00566846398452,77.62339278307756,34.301119867274984,29.291787639983408,45.7901285773538,50.06221484861053,71.3500622148486,Big
Kemba Walker,2013-14,CHA,Guard/Wing,Guard/Wing,24.0,25.4,6.0,8.8,0.499,0.255,79.89808335868574,36.41872021093195,88.08183754183145,35.73167021600243,82.89473684210526,18.77852144812899,60.48575195213467,88.46972923638575,Guard/Wing
Kendall Marshall,2013-14,LAL,Guard/Wing,Guard/Wing,22.0,13.1,4.7,14.5,0.494,0.161,7.4612108305445695,47.42673156880641,98.79829631883176,18.428658351080013,29.86005476118041,16.253422573775477,18.79373288713112,62.8878916945543,Guard/Wing
Kendrick Perkins,2013-14,OKC,Big,Big,29.0,8.7,12.6,2.8,0.474,0.115,1.6383243467440898,16.26572653117655,47.09664039817503,28.70178349232684,39.97822480298631,6.8228950642886765,8.412830084335683,27.094566569888016,Big
Kenneth Faried,2013-14,DEN,Big,Big,24.0,24.2,15.1,2.1,0.573,0.208,75.01036914143509,44.649523019493984,41.58025715470759,70.61385317295728,40.022812111157194,65.42928245541269,72.87432600580672,55.10161758606387,Big
Kentavious Caldwell-Pope,2013-14,DET,Guard/Wing,Guard/Wing,21.0,14.6,4.9,1.7,0.483,0.136,13.454517797383634,28.620322482506847,2.5327045938545787,16.550045634317005,60.73167021600243,11.210830544569516,12.927187911976473,6.696836020687557,Guard/Wing
Kenyon Martin,2013-14,NYK,Big,Big,36.0,11.3,11.1,4.1,0.521,0.116,5.578598092077976,31.798700400940138,75.34218166735795,11.737868104520945,49.30423060970551,26.876814599751143,23.420434121388084,41.3832434674409,Big
Kevin Durant,2013-14,OKC,Guard/Wing,Guard/Wing,25.0,40.9,9.4,7.0,0.635,0.322,99.6729540614542,82.72741101308183,81.44204441740189,84.62884088834804,68.7557042896258,98.06054152722848,97.4089848899706,90.2114390021296,Guard/Wing
Kevin Garnett,2013-14,BKN,Big,Big,38.0,16.5,16.8,3.8,0.467,0.19,28.432185815014517,24.540301396377714,80.46453753629199,88.55246785566155,73.4197428452924,5.101617586063874,32.6627955205309,69.1414350891746,Big
Kevin Love,2013-14,MIN,Big,Big,25.0,34.3,16.4,5.8,0.591,0.281,97.11737868104521,88.37273607078669,96.66113645790129,85.75279966818748,48.00808793031936,76.29614267938615,70.5378128024333,95.9975114060556,Big
Kevin Martin,2013-14,MIN,Guard/Wing,Guard/Wing,31.0,28.4,4.4,2.6,0.553,0.243,89.12382111347733,65.00861981543454,23.950410708853056,14.838758746577426,51.69607544873745,62.74718588378461,72.51039448331812,54.16793428658351,Guard/Wing
Khris Middleton,2013-14,MIL,Guard/Wing,Guard/Wing,22.0,20.6,6.4,3.5,0.541,0.186,53.247642226954675,64.18213162965216,38.81198661393368,48.84393063583815,26.498326741709764,52.4186188013386,52.16763005780347,43.60739275935504,Guard/Wing
Kirk Hinrich,2013-14,CHI,Guard/Wing,Guard/Wing,33.0,16.5,4.8,7.1,0.494,0.171,24.224216610891393,38.114795659669404,73.21265591724978,14.838758746577426,94.85853361728019,16.253422573775477,23.978298347023628,54.11089139032553,Guard/Wing
Klay Thompson,2013-14,GSW,Guard/Wing,Guard/Wing,24.0,25.5,4.3,3.1,0.555,0.224,80.35442652874963,80.81837541831457,28.681168238515365,9.796166717371463,85.83815028901735,64.44326133252206,71.34418415982151,51.753118344995436,Guard/Wing
Kosta Koufos,2013-14,MEM,Big,Big,25.0,19.9,16.2,1.5,0.514,0.187,51.32725010369141,21.53325038020185,16.5698880132725,75.81916217337205,73.45914558274575,22.62546661136458,50.54610811558137,36.06387391124015,Big
Kris Humphries,2013-14,BOS,Big,Big,29.0,21.4,15.1,2.5,0.552,0.189,60.535047698050604,39.71381169639154,56.594773952716714,67.29572791372874,61.95769390294483,50.622148486105345,55.51638324346745,56.84363334715886,Big
Kyle Korver,2013-14,ATL,Guard/Wing,Guard/Wing,33.0,17.5,5.8,4.3,0.653,0.136,30.803163979312444,91.13173106175844,44.37937328871311,41.48919987830848,70.73319135990265,99.10252509887435,41.512017036811685,27.620170368116824,Guard/Wing
Kyle Lowry,2013-14,TOR,Guard/Wing,Guard/Wing,28.0,25.2,6.6,10.4,0.567,0.222,78.87131122604198,76.03184261231114,93.8621843626407,50.45634317006389,62.17675692120474,73.00730149072102,63.14268329783997,83.6515059324612,Guard/Wing
Kyle O'Quinn,2013-14,ORL,Big,Big,24.0,17.9,15.2,3.3,0.526,0.181,37.370385732061386,33.05682289506429,68.02156781418498,73.12318540024886,77.16092907507259,30.6511820821236,45.80395409926725,59.5707175445873,Big
Kyle Singler,2013-14,DET,Guard/Wing,Guard/Wing,26.0,16.6,6.4,1.6,0.574,0.137,24.870702768481898,63.36324916337086,1.718892607240645,45.208396714329176,35.526315789473685,77.60115606936417,32.71980529358077,6.59035594767265,Guard/Wing
Kyrie Irving,2013-14,CLE,Guard/Wing,Guard/Wing,22.0,30.1,5.3,8.8,0.533,0.274,92.59963492546395,53.70905587668593,91.1621539397627,24.148159415880745,33.206571341648925,44.82050501977487,76.75692120474596,92.4056890781868,Guard/Wing
LaMarcus Aldridge,2013-14,POR,Big,Big,28.0,32.1,15.3,3.6,0.507,0.296,95.18871837411862,46.46066639015623,79.82165076731647,65.94773952716714,49.995852343425966,18.851099128992118,70.72445734826489,88.58357527996682,Big
Lance Stephenson,2013-14,IND,Guard/Wing,Guard/Wing,23.0,20.2,10.4,6.7,0.564,0.191,50.53240036507454,50.88733394179089,71.49376331000913,88.50015211439002,90.91877091572863,70.80164283541222,64.36466889767772,61.944782476422276,Guard/Wing
Larry Sanders,2013-14,MIL,Big,Big,25.0,15.7,14.6,1.7,0.478,0.163,23.226876814599752,25.466611364579013,24.533388635420987,50.39402737453339,60.93529655744504,7.880547490667773,28.86077699433154,30.70302778929905,Big
Lavoy Allen,2013-14,IND,Big,Big,25.0,13.3,13.7,3.1,0.47,0.139,11.489008710078807,43.24623254527858,68.56076316880963,47.01368726669431,43.28701783492326,5.723766072169225,15.180423060970552,44.06885109912899,Big
LeBron James,2013-14,MIA,Guard/Wing,Guard/Wing,29.0,37.1,9.5,8.7,0.649,0.303,98.75266200182537,70.60896460805192,91.1621539397627,89.64861575905081,56.58655308792212,98.92759355034987,98.52702565662712,94.35275327045939,Guard/Wing
Leandro Barbosa,2013-14,PHX,Guard/Wing,Guard/Wing,31.0,20.3,5.0,4.3,0.506,0.196,51.2321265591725,19.627826792414563,52.25129297231518,20.29205962884089,92.38667477943413,23.205050197748708,49.58675590710882,54.42272588986918,Guard/Wing
Lou Williams,2013-14,ATL,Guard/Wing,Guard/Wing,27.0,21.3,4.2,7.2,0.547,0.205,58.031639793124434,57.7147348139134,75.73775479160328,13.097048980833586,25.441131731061756,57.628536659568,46.0247439407768,69.2728932156982,Guard/Wing
Luc Mbah a Moute,2013-14,MIN,Guard/Wing,Guard/Wing,27.0,11.2,7.3,1.8,0.503,0.112,2.5479160328567083,12.501267619916845,4.259202920596288,59.49193793732888,47.6650441131731,21.38728323699422,23.56758949396613,3.4263766352296927,Guard/Wing
Luis Scola,2013-14,IND,Big,Big,34.0,22.7,14.2,2.9,0.505,0.234,67.89713811696392,44.58730817088345,69.26586478639568,55.39195354624638,51.62899211945251,17.8141849854832,59.173233789575555,75.80879303193696,Big
Luke Babbitt,2013-14,NOP,Guard/Wing,Guard/Wing,25.0,18.7,9.7,3.2,0.525,0.173,39.32156982050502,67.15596795456851,23.24307879525403,87.77760876178885,44.26528749619714,37.640705810769695,29.033566575398037,29.901886218436264,Guard/Wing
Luke Ridnour,2013-14,CHA,Guard/Wing,Guard/Wing,33.0,13.8,4.4,7.9,0.452,0.161,9.68208092485549,27.388195923334347,79.07666565257074,11.29449345908123,42.28019470641923,3.24764222695467,15.193692323293781,53.027076361423795,Guard/Wing
Luol Deng,2013-14,CLE,Guard/Wing,Guard/Wing,29.0,23.6,8.4,4.3,0.517,0.22,71.47094615150593,27.28425109015313,50.26620018253727,70.17036811682385,65.68299361119561,31.282324307879527,62.972822228982864,61.264070581076965,Guard/Wing
Manu Ginobili,2013-14,SAS,Guard/Wing,Guard/Wing,36.0,26.2,6.3,9.2,0.59,0.238,83.11530270763615,69.70388398742521,84.67447520535443,53.6735625190143,90.00608457560085,86.29449345908124,81.6144407260927,83.4385457864314,Guard/Wing
Marc Gasol,2013-14,MEM,Big,Big,29.0,23.1,11.4,5.8,0.526,0.22,70.28204064703442,49.82718097608185,93.59187059311489,17.06760680215678,47.81729572791373,30.6511820821236,58.50960873772985,84.62256325176276,Big
Marcin Gortat,2013-14,WAS,Big,Big,30.0,20.3,14.5,2.6,0.568,0.179,54.00248859394442,59.47048251071478,50.559933637494815,64.6619659892161,70.5588967233513,62.23558689340523,59.14558274574865,50.01036914143509,Big
Marco Belinelli,2013-14,SAS,Guard/Wing,Guard/Wing,28.0,22.4,5.6,4.4,0.605,0.186,64.69425007605719,83.90376229591318,45.679951323395194,37.72436872528141,71.34164891998783,92.12808031639793,67.06976980022309,47.041375114085795,Guard/Wing
Marcus Morris Sr.,2013-14,PHX,Guard/Wing,Guard/Wing,24.0,21.7,8.7,2.4,0.552,0.197,60.62519014298753,65.9035594767265,15.127776087617889,79.79160328567082,60.73167021600243,62.06267112868878,58.285163776493256,36.22984484332218,Guard/Wing
Marcus Thornton,2013-14,BKN,Guard/Wing,Guard/Wing,27.0,20.6,5.8,2.3,0.511,0.193,53.247642226954675,52.3577730453301,12.047459689686644,37.72436872528141,55.133860663218734,26.680864009735323,40.2114390021296,33.05445695162762,Guard/Wing
Mario Chalmers,2013-14,MIA,Guard/Wing,Guard/Wing,28.0,16.8,5.0,8.4,0.567,0.17,26.148463644660787,62.91451171280803,75.15972010952237,31.959233343474292,62.876483115302705,73.00730149072102,42.9114694250076,54.757377547916036,Guard/Wing
Markieff Morris,2013-14,PHX,Guard/Wing,Guard/Wing,24.0,25.3,11.0,3.3,0.564,0.228,79.35807727411013,37.513943819085284,37.61788865226651,94.85092789777913,66.94554304837239,70.80164283541222,81.68796268126964,57.41937937328872,Guard/Wing
Martell Webster,2013-14,WAS,Guard/Wing,Guard/Wing,27.0,17.7,5.2,2.3,0.591,0.144,32.11895345299665,82.90487780144001,9.529966534834196,29.920900517188926,58.59446303620322,86.72041375114085,31.667680762600142,12.564648615759051,Guard/Wing
Marvin Williams,2013-14,UTA,Guard/Wing,Guard/Wing,28.0,18.6,10.3,2.4,0.54,0.167,38.53057499239428,56.98458574181118,13.865226650441132,89.64861575905081,21.64587770003042,51.35381807118954,41.37511408579252,22.86279282020079,Guard/Wing
Mason Plumlee,2013-14,BKN,Big,Big,24.0,20.9,12.3,2.4,0.67,0.168,57.445043550394026,54.87349647449192,52.03235172127748,36.2090418913314,41.11883036084612,96.10120282040647,65.18042306097055,46.453753629199504,Big
Matt Barnes,2013-14,LAC,Guard/Wing,Guard/Wing,34.0,17.5,8.2,3.5,0.552,0.162,30.803163979312444,59.37531690497921,31.137815637359296,73.43322178278065,64.91481594158807,62.06267112868878,37.04492444985296,29.483571645877703,Guard/Wing
Matthew Dellavedova,2013-14,CLE,Guard/Wing,Guard/Wing,23.0,13.4,4.9,7.4,0.534,0.128,8.305445695162762,52.98651252408478,71.49376331000913,16.550045634317005,85.32096136294494,45.86248859142075,14.101003954974141,39.44706419227259,Guard/Wing
Maurice Harkless,2013-14,ORL,Guard/Wing,Guard/Wing,21.0,15.3,6.8,2.1,0.542,0.145,17.28780042592029,51.14085792515973,6.860358989960451,56.63979312442957,42.28019470641923,53.354122299969575,36.555623161951125,11.48843930635838,Guard/Wing
Michael Beasley,2013-14,MIA,Guard/Wing,Guard/Wing,25.0,26.7,10.5,2.6,0.559,0.247,84.78095527836933,55.32653889057906,22.58898691816246,96.77517493154852,38.40888348037724,67.32582902342563,87.8536659567995,54.380894432613324,Guard/Wing
