PLAYER_NAME,SEASON,TEAM_ABBREVIATION,POSITION,PROFILE_GROUP,AGE,PTS,REB,AST,TS_PCT,USG_PCT,SCORING_PCTL,SHOOTING_PCTL,PLAYMAKING_PCTL,REBOUNDING_PCTL,DEFENSE_PCTL,EFFICIENCY_PCTL,RIM_PRESSURE_PCTL,CREATION_PCTL,ARCHETYPE
Aaron Brooks,2015-16,CHI,Guard/Wing,Guard/Wing,31.0,21.8,4.5,8.0,0.494,0.225,61.302099178582296,48.78054963999595,82.69698813507758,9.796166717371463,75.33465165804685,16.253422573775477,51.574383936720416,79.09187709157285,Guard/Wing
Aaron Gordon,2015-16,ORL,Big,Big,20.0,18.9,13.3,3.4,0.541,0.169,43.71630029033596,67.35103000138255,67.48237245956035,41.51804230609705,39.84031522189962,42.4305267523849,38.317433983132865,54.56242223143924,Big
Al Horford,2015-16,ATL,Big,Big,30.0,22.9,10.9,4.8,0.565,0.202,69.14143508917462,78.20406470344255,91.06180008295313,11.012028204064704,52.82248029863127,59.97511406055579,62.35310382966957,78.49440066362504,Big
Al Jefferson,2015-16,CHA,Big,Big,31.0,25.3,13.6,3.2,0.507,0.24,79.98755703027788,20.275127886077698,73.64164247200333,41.51804230609705,59.88593944421402,18.851099128992118,67.73814461495921,79.14765657403568,Big
Al-Farouq Aminu,2015-16,POR,Guard/Wing,Guard/Wing,25.0,17.5,10.4,2.9,0.533,0.166,30.803163979312444,55.84119257681777,21.858837846060236,89.64861575905081,45.588682689382416,44.82050501977487,30.65865530879221,26.418466686948584,Guard/Wing
Alec Burks,2015-16,UTA,Guard/Wing,Guard/Wing,24.0,26.1,6.9,4.0,0.52,0.246,82.79586248859142,52.6341141872021,49.88591420748403,56.63979312442957,80.46851232126559,33.76939458472771,64.46100801135788,67.8049893519927,Guard/Wing
Alex Len,2015-16,PHX,Big,Big,23.0,18.6,15.7,2.6,0.482,0.202,41.97428452924098,39.872805198396236,56.594773952716714,75.81916217337205,51.93591870593115,9.062629614267939,37.88193004285912,61.26088759850684,Big
Allen Crabbe,2015-16,POR,Guard/Wing,Guard/Wing,24.0,19.2,5.0,2.3,0.572,0.159,43.11682385153636,71.33404320048676,12.047459689686644,20.29205962884089,53.749619714024945,76.30057803468208,46.92982456140351,18.698661393367814,Guard/Wing
Alonzo Gee,2015-16,NOP,Guard/Wing,Guard/Wing,29.0,9.7,7.3,2.1,0.572,0.091,0.8898691816245817,34.58320657134165,6.860358989960451,62.229996957712196,59.27137207179799,76.30057803468208,32.570226143393164,3.6127167630057806,Guard/Wing
Amir Johnson,2015-16,BOS,Big,Big,29.0,15.6,13.6,3.7,0.602,0.136,22.45956034840315,72.9227153325038,71.69224388220655,39.71381169639154,53.488179178764,81.6051430941518,42.548043688649244,44.753214433844875,Big
Andre Drummond,2015-16,DET,Big,Big,22.0,24.6,22.5,1.3,0.499,0.239,77.16715055993365,46.22563251762754,12.422231439236832,99.25342181667358,71.22874326005807,14.786395686437162,74.84446287847366,48.382413936126085,Big
Andre Iguodala,2015-16,GSW,Guard/Wing,Guard/Wing,32.0,12.5,7.2,6.0,0.565,0.117,5.643443869790082,49.55886826893825,58.46516580468513,62.229996957712196,88.92607240644965,71.52418618801339,31.33556434438698,31.134012777608763,Guard/Wing
Andre Roberson,2015-16,OKC,Guard/Wing,Guard/Wing,24.0,10.7,7.9,1.5,0.566,0.092,1.8177669607544873,38.984382922624484,0.5932461210830545,69.09035594767265,78.68116823851537,72.21630666261028,31.343170063888042,0.5019774870702769,Guard/Wing
Andrew Bogut,2015-16,GSW,Big,Big,31.0,12.4,16.3,5.4,0.623,0.115,8.689340522604729,68.1321719894926,85.52467855661551,82.18581501451679,88.25072583990045,88.22065532973869,36.651458592561866,46.30858564910825,Big
Andrew Wiggins,2015-16,MIN,Guard/Wing,Guard/Wing,21.0,29.1,5.1,2.8,0.543,0.267,90.78947368421053,31.556130209917857,29.251597201095226,27.89017341040462,37.67873440827502,54.16793428658351,85.04462022107292,60.63659872223913,Guard/Wing
Anthony Brown,2015-16,LAL,Guard/Wing,Guard/Wing,23.0,9.5,5.8,1.6,0.427,0.109,0.7681776696075449,21.08305445695163,2.023121387283237,31.959233343474292,73.15181016124124,1.0343778521448128,0.9912787749721123,2.0079099482811076,Guard/Wing
Anthony Davis,2015-16,NOP,Big,Big,23.0,33.5,14.2,2.6,0.559,0.29,96.4537536291995,71.74754596986037,65.67814184985482,61.820821236001656,61.318954790543344,55.76524263790959,78.95064288676899,81.26296142679385,Big
Anthony Tolliver,2015-16,DET,Guard/Wing,Guard/Wing,31.0,14.3,8.5,1.9,0.543,0.122,11.6899908731366,67.16103843423589,5.042592029205963,71.3036203224825,74.64253118344996,54.16793428658351,8.756718385559275,5.126254943717676,Guard/Wing
Archie Goodwin,2015-16,PHX,Guard/Wing,Guard/Wing,21.0,21.6,6.1,5.0,0.498,0.227,60.07757833891086,18.119359091370043,61.07392759355035,45.208396714329176,21.64587770003042,18.261332522056588,55.950207889666366,68.82035290538485,Guard/Wing
Aron Baynes,2015-16,DET,Big,Big,29.0,20.4,15.3,2.0,0.563,0.184,54.603898797179596,42.3752246647311,40.4189133139776,70.61385317295728,58.029863127333044,58.60638739112402,53.24899764966127,46.78556615512235,Big
Arron Afflalo,2015-16,NYK,Guard/Wing,Guard/Wing,30.0,19.5,5.7,3.1,0.531,0.178,45.269242470337694,51.399452388195925,28.681168238515365,31.959233343474292,40.93398235473076,43.00273805902039,47.969272893215695,34.704898083358685,Guard/Wing
Austin Rivers,2015-16,LAC,Guard/Wing,Guard/Wing,23.0,19.6,4.3,3.3,0.523,0.188,45.96136294493459,41.291451171280805,39.92242166108914,9.796166717371463,71.91968360206874,35.95984180103437,49.49548727309604,44.97261940979617,Guard/Wing
Avery Bradley,2015-16,BOS,Guard/Wing,Guard/Wing,25.0,22.0,4.2,3.0,0.538,0.197,62.32126559172497,59.2916539904675,27.39580164283541,7.415576513538181,64.91481594158807,49.437176756921204,60.49335767163573,42.363857620930936,Guard/Wing
Ben McLemore,2015-16,SAC,Guard/Wing,Guard/Wing,23.0,17.2,4.8,2.6,0.531,0.172,28.703985397018556,49.91887232532198,14.420444174018861,22.185883784606023,59.97109826589595,43.00273805902039,35.77476929317513,25.072254335260116,Guard/Wing
Beno Udrih,2015-16,MEM,Guard/Wing,Guard/Wing,33.0,14.6,5.1,8.3,0.496,0.167,13.454517797383634,26.077476929317513,80.78795254031031,26.041983571645876,78.68116823851537,17.20413751140858,31.226549031538383,56.32415576513539,Guard/Wing
Bismack Biyombo,2015-16,TOR,Big,Big,23.0,12.8,18.5,0.8,0.586,0.114,10.223973454997925,38.421125397483756,3.090004147656574,90.75072583990045,85.74657818332642,73.28909166321029,30.340107839070924,4.956449605972625,Big
Blake Griffin,2015-16,LAC,Guard/Wing,Guard/Wing,27.0,31.3,12.3,7.1,0.544,0.289,94.22725889869182,32.99614643545279,81.2442957103742,98.70702768481898,80.94767264983267,55.00456343170064,94.30078085386877,88.65606936416185,Guard/Wing
Bobby Portis,2015-16,CHI,Big,Big,21.0,19.5,15.1,2.3,0.469,0.203,48.423890501866445,53.91262270150698,47.09664039817503,56.9888013272501,30.538158440481126,5.537121526337619,40.557168533112126,56.82289506428867,Big
Bojan Bogdanovic,2015-16,BKN,Guard/Wing,Guard/Wing,27.0,20.7,6.0,2.3,0.55,0.19,53.916945543048364,68.79119764729744,12.686340127776088,43.375418314572556,25.441131731061756,60.34377852144813,50.93043301896358,32.137967751749315,Guard/Wing
Boris Diaw,2015-16,SAS,Guard/Wing,Guard/Wing,34.0,17.1,8.2,6.2,0.582,0.164,28.065104958929115,51.668187810566884,63.26437480985702,76.44508670520231,97.13264374809857,82.09613629449346,51.574383936720416,46.31883176148464,Guard/Wing
Bradley Beal,2015-16,WAS,Guard/Wing,Guard/Wing,23.0,26.8,5.3,4.5,0.547,0.245,85.10039549741406,67.90893418517392,54.63188317614846,31.959233343474292,57.316702160024334,57.628536659568,78.03468208092485,69.96121083054456,Guard/Wing
Brandon Bass,2015-16,LAL,Big,Big,31.0,17.3,10.4,2.7,0.619,0.136,33.326420572376605,51.90792202405641,57.54873496474492,8.378266279552053,32.382828701783495,87.20447946909997,42.575694732476144,37.68145997511406,Big
Brandon Jennings,2015-16,ORL,Guard/Wing,Guard/Wing,26.0,18.3,5.3,9.4,0.491,0.192,36.03589899604502,42.817665551161134,89.1770611499848,27.89017341040462,71.34164891998783,14.542135686035898,31.127674678024544,71.21235168846974,Guard/Wing
Brandon Knight,2015-16,PHX,Guard/Wing,Guard/Wing,24.0,26.1,5.2,6.7,0.522,0.258,82.79586248859142,54.04624277456647,75.73775479160328,27.89017341040462,40.93398235473076,35.23729844843322,67.2649832674171,82.73881959233344,Guard/Wing
Brook Lopez,2015-16,BKN,Big,Big,28.0,30.5,11.6,3.0,0.562,0.272,93.71630029033597,57.95658786119176,69.26586478639568,20.945665698880134,42.770634591455824,57.92202405640813,81.30098161205585,81.39776026545002,Big
C.J. Watson,2015-16,ORL,Guard/Wing,Guard/Wing,32.0,10.3,4.8,6.4,0.461,0.117,1.369029510191664,14.73227867356252,62.80042592029206,22.185883784606023,38.40888348037724,4.715546090660176,2.1017138221275733,33.30164283541223,Guard/Wing
CJ McCollum,2015-16,POR,Guard/Wing,Guard/Wing,24.0,29.3,4.6,6.0,0.544,0.266,91.24581685427442,74.90619612615355,70.22360815333131,13.097048980833586,57.947976878612714,55.00456343170064,81.96683906297535,81.01612412534226,Guard/Wing
CJ Miles,2015-16,IND,Guard/Wing,Guard/Wing,29.0,24.5,5.7,2.0,0.547,0.221,75.85184058411926,72.57124023932664,10.275327045938546,37.72436872528141,73.85153635533922,57.628536659568,57.59304330189636,41.550045634317,Guard/Wing
Carl Landry,2015-16,PHI,Big,Big,32.0,29.4,12.2,2.7,0.605,0.236,91.8498548320199,84.39098575971244,67.02613023641642,30.54749066777271,18.7442969722107,82.82870178349233,84.66749619798146,75.07258399004562,Big
Carmelo Anthony,2015-16,NYK,Guard/Wing,Guard/Wing,32.0,31.6,11.2,6.0,0.53,0.291,94.62275631274719,44.67599634925464,69.65317919075144,91.51201703681167,40.93398235473076,41.99117736537876,79.76118040766657,82.97459689686644,Guard/Wing
Chandler Parsons,2015-16,DAL,Guard/Wing,Guard/Wing,27.0,23.4,8.0,4.7,0.589,0.204,70.3985397018558,79.60399553797788,56.44965013690295,70.17036811682385,57.316702160024334,85.8229388500152,74.34844336274212,59.30179494980225,Guard/Wing
Channing Frye,2015-16,CLE,Guard/Wing,Guard/Wing,33.0,18.1,10.0,3.0,0.586,0.153,34.765743839367204,83.83531082040362,21.09066017645269,87.06267112868878,76.99269850927898,84.10404624277457,36.20322482506845,21.21615454822026,Guard/Wing
Chris Bosh,2015-16,MIA,Guard/Wing,Guard/Wing,32.0,28.8,11.1,3.7,0.571,0.247,90.1658046851232,62.972822228982864,45.208396714329176,93.86979008214176,82.40036507453605,75.6693033160937,84.81898387587465,65.69059933069668,Guard/Wing
Chris McCullough,2015-16,BKN,Guard/Wing,Guard/Wing,21.0,15.1,9.2,1.2,0.47,0.158,16.11651962275631,37.359294189230305,0.5476118040766657,81.60937024642531,4.631883176148464,6.761484636446608,20.44924449852956,12.633100091268634,Guard/Wing
Chris Paul,2015-16,LAC,Guard/Wing,Guard/Wing,31.0,29.3,6.3,15.0,0.575,0.265,91.24581685427442,67.15089747490113,99.90873136598722,47.18588378460603,80.94767264983267,78.28567082446,85.85082648818577,95.73319135990265,Guard/Wing
Clint Capela,2015-16,HOU,Big,Big,22.0,17.7,16.1,1.5,0.553,0.156,36.08461219411033,31.183464675791512,19.72210700953961,80.11198672749896,73.15532973869763,51.57610949813356,51.472418083782664,25.622148486105353,Big
Cody Zeller,2015-16,CHA,Big,Big,23.0,17.7,12.7,2.0,0.592,0.152,36.08461219411033,63.500622148486094,30.402322687681462,32.35172127747823,45.85234342596432,76.95976773123185,44.013549011475185,29.572791372874327,Big
Corey Brewer,2015-16,HOU,Guard/Wing,Guard/Wing,30.0,16.6,5.6,3.1,0.481,0.172,24.870702768481898,25.38535645472062,31.784301794949805,33.85305749923943,64.20748402798905,10.336172801947065,23.05293580772741,33.75418314572559,Guard/Wing
Cory Joseph,2015-16,TOR,Guard/Wing,Guard/Wing,24.0,16.7,5.2,6.2,0.512,0.166,25.494371767569213,19.1004969070074,67.32582902342563,22.185883784606023,82.89473684210526,27.41101308183754,36.73562519014299,49.15196227563128,Guard/Wing
Courtney Lee,2015-16,CHA,Guard/Wing,Guard/Wing,30.0,16.4,4.4,2.9,0.551,0.146,23.62336477030727,54.986816752864826,22.58898691816246,13.097048980833586,63.55339215089747,61.24125342257377,36.190548625900014,19.653179190751445,Guard/Wing
D'Angelo Russell,2015-16,LAL,Guard/Wing,Guard/Wing,20.0,23.1,6.0,5.8,0.507,0.238,68.79373288713111,49.37886624074637,70.64952844539093,37.72436872528141,24.361119561910556,23.783084879829634,58.6198154345401,76.42607240644965,Guard/Wing
D.J. Augustin,2015-16,DEN,Guard/Wing,Guard/Wing,28.0,19.5,4.0,8.3,0.575,0.18,45.269242470337694,75.82902342561606,81.00851840584119,6.267112868877396,49.70337693945847,78.28567082446,41.656525707331916,61.7964709461515,Guard/Wing
Damian Lillard,2015-16,POR,Guard/Wing,Guard/Wing,25.0,34.2,5.5,9.3,0.56,0.304,97.0185579555826,77.07889666362438,93.29936111956191,29.920900517188926,38.40888348037724,67.99513233951932,75.95325017746678,95.45938545786431,Guard/Wing
Danilo Gallinari,2015-16,DEN,Guard/Wing,Guard/Wing,27.0,27.8,7.5,3.6,0.582,0.226,87.63310009126863,65.2748199979718,42.55400060845756,64.83875874657743,38.40888348037724,82.09613629449346,62.82831355846263,59.27137207179799,Guard/Wing
Danny Green,2015-16,SAS,Guard/Wing,Guard/Wing,29.0,14.0,7.4,3.5,0.492,0.143,10.587161545482203,43.62387181827401,25.372680255552176,63.530574992394286,97.95406145421357,15.150593246121083,10.531386269141061,20.15135381807119,Guard/Wing
Dante Cunningham,2015-16,NOP,Guard/Wing,Guard/Wing,29.0,12.0,5.9,1.9,0.54,0.11,4.502585944630362,35.668289220160226,4.259202920596288,43.375418314572556,28.6735625190143,51.35381807118954,24.061961261535345,3.190599330696684,Guard/Wing
Darrell Arthur,2015-16,DEN,Big,Big,28.0,17.1,9.5,3.1,0.514,0.165,32.16507673164662,67.12290888981059,67.02613023641642,4.417254251347988,30.74657818332642,22.62546661136458,29.206415042167844,52.727084197428454,Big
Darren Collison,2015-16,SAC,Guard/Wing,Guard/Wing,28.0,22.2,3.6,6.8,0.591,0.19,63.462123516884695,68.10161241253422,71.92728932156982,3.399756616975966,40.22665044113173,86.72041375114085,67.84555318933171,61.75844234864618,Guard/Wing
David Lee,2015-16,DAL,Big,Big,33.0,22.7,16.2,4.5,0.568,0.21,67.89713811696392,43.58495783215816,90.60555785980921,82.18581501451679,58.28701783492327,62.23558689340523,68.62989077837688,80.11198672749896,Big
David West,2015-16,SAS,Big,Big,35.0,19.7,11.0,5.1,0.573,0.175,49.813355454168395,72.55633900179731,87.14226462048941,14.226462048942349,55.541269182911655,65.42928245541269,57.07175445873082,66.77727084197429,Big
DeAndre Jordan,2015-16,LAC,Big,Big,27.0,18.7,20.2,1.7,0.628,0.155,42.57569473247615,43.79925342181667,20.904189133139774,97.55288262131896,85.07673164661966,89.42347573620904,57.424305267523856,25.829531314807134,Big
DeMar DeRozan,2015-16,TOR,Guard/Wing,Guard/Wing,26.0,33.2,6.3,5.7,0.55,0.291,96.04502585944631,38.61423790690599,69.34895041070885,47.18588378460603,50.31944021904472,60.34377852144813,84.36010546597709,82.82248250684515,Guard/Wing
DeMarcus Cousins,2015-16,SAC,Big,Big,25.0,36.6,15.7,4.5,0.538,0.351,98.4653670676068,70.15069818885664,91.45582745748652,81.29406885109913,61.242223143923674,40.08710078805475,71.53325038020186,95.54126918291166,Big
DeMarre Carroll,2015-16,TOR,Guard/Wing,Guard/Wing,29.0,18.2,7.8,1.7,0.49,0.176,35.37420139945239,53.74454923435757,4.259202920596288,66.07849102525098,70.04867660480681,14.070581076969882,28.407362336477032,21.668694858533616,Guard/Wing
Dennis Schröder,2015-16,ATL,Guard/Wing,Guard/Wing,22.0,26.7,6.2,10.6,0.51,0.286,84.78095527836933,40.414258188824654,96.5622147855187,45.208396714329176,97.80194706419228,25.844234864618194,71.76503397221377,96.07544873745056,Guard/Wing
Deron Williams,2015-16,DAL,Guard/Wing,Guard/Wing,32.0,21.9,4.5,9.0,0.53,0.218,61.88013386066322,47.96166717371464,88.63705506540919,13.097048980833586,58.59446303620322,41.99117736537876,53.767366392860765,79.86766048068148,Guard/Wing
Derrick Favors,2015-16,UTA,Big,Big,24.0,26.5,13.1,2.5,0.551,0.234,84.25964330153464,39.38891193142541,55.51638324346744,43.488179178764,55.81916217337204,49.64744919120697,75.33526890640123,68.93405226047284,Big
Derrick Rose,2015-16,CHI,Guard/Wing,Guard/Wing,27.0,25.3,5.3,7.3,0.479,0.266,79.35807727411013,16.486664638474803,79.55582598113782,22.185883784606023,44.26528749619714,9.628840888348037,70.7002332420647,85.68223303924552,Guard/Wing
Derrick Williams,2015-16,NYK,Guard/Wing,Guard/Wing,25.0,25.9,10.3,2.6,0.55,0.23,81.9135990264679,39.111144914308895,28.087922117432306,87.06267112868878,50.99634925463948,60.34377852144813,74.92901328465673,53.18299361119561,Guard/Wing
Devin Booker,2015-16,PHX,Guard/Wing,Guard/Wing,19.0,23.9,4.3,4.6,0.535,0.228,72.97687861271676,48.960551668187804,57.56769090355947,9.796166717371463,32.59811378156374,46.805597809552786,62.43788662407464,67.3942804989352,Guard/Wing
Devin Harris,2015-16,DAL,Guard/Wing,Guard/Wing,33.0,18.3,5.2,4.4,0.559,0.168,36.03589899604502,49.457458675590715,53.22482506845147,26.041983571645876,73.15181016124124,67.32582902342563,43.50218030625697,42.9342865835108,Guard/Wing
Dion Waiters,2015-16,OKC,Guard/Wing,Guard/Wing,24.0,17.1,4.5,3.5,0.492,0.173,28.065104958929115,37.11591116519622,32.324307879525406,13.097048980833586,50.31944021904472,15.150593246121083,27.053544265287496,34.44250076057195,Guard/Wing
Dirk Nowitzki,2015-16,DAL,Guard/Wing,Guard/Wing,38.0,28.7,10.2,2.8,0.555,0.249,89.907210222087,63.45451779738363,28.087922117432306,89.05536963796776,72.535746881655,64.44326133252206,79.89554811885203,57.510648007301484,Guard/Wing
Donald Sloan,2015-16,BKN,Guard/Wing,Guard/Wing,28.0,16.0,6.5,10.1,0.536,0.163,21.250380285975055,48.58026569313457,88.34043200486767,53.6735625190143,37.67873440827502,47.619409796166714,34.90264679038638,58.47277152418619,Guard/Wing
Doug McDermott,2015-16,CHI,Guard/Wing,Guard/Wing,24.0,19.8,5.1,1.5,0.561,0.166,47.43687252814116,73.6360409694757,2.3045330088226343,20.29205962884089,59.97109826589595,68.69485853361728,48.26589595375722,16.641314268329786,Guard/Wing
Draymond Green,2015-16,GSW,Guard/Wing,Guard/Wing,26.0,18.9,12.9,10.0,0.587,0.184,40.98722239123821,63.700436061251395,85.32096136294494,99.52083967143291,90.65257073319137,84.62884088834804,59.187709157286285,66.00243383024035,Guard/Wing
Dwight Howard,2015-16,HOU,Big,Big,30.0,21.0,17.9,2.1,0.604,0.184,58.10866860223973,50.30416148209596,41.58025715470759,93.23931978432186,68.28183326420573,82.39319784321857,68.09069542375225,47.366238075487345,Big
Dwyane Wade,2015-16,MIA,Guard/Wing,Guard/Wing,34.0,31.4,6.7,7.7,0.517,0.31,94.34895041070885,14.983267417097657,83.1685427441436,55.141466382719805,53.749619714024945,31.282324307879527,87.53169049792109,90.65257073319135,Guard/Wing
E'Twaun Moore,2015-16,CHI,Guard/Wing,Guard/Wing,27.0,17.2,5.2,3.8,0.548,0.157,28.703985397018556,60.95223608153332,40.85792515972011,22.185883784606023,57.316702160024334,58.51080012169151,46.369536558158394,32.487830848798296,Guard/Wing
Ed Davis,2015-16,POR,Big,Big,27.0,15.5,17.6,2.6,0.616,0.125,21.85815014516798,42.755426517351026,48.83865615927001,85.75279966818748,64.0128577353795,86.2919950228121,41.55951887183741,30.070510161758605,Big
Elfrid Payton,2015-16,ORL,Guard/Wing,Guard/Wing,22.0,17.8,6.0,10.7,0.478,0.198,32.77304533008822,18.268938241557652,91.86188013386067,41.48919987830848,56.58655308792212,9.256160632795861,47.11489706926275,74.99239428049894,Guard/Wing
Emmanuel Mudiay,2015-16,DEN,Guard/Wing,Guard/Wing,20.0,20.6,5.5,8.8,0.437,0.25,53.247642226954675,24.25463948889565,86.08153331305142,31.959233343474292,37.67873440827502,1.7112868877395802,47.984484332217825,86.68238515363554,Guard/Wing
Enes Freedom,2015-16,OKC,Big,Big,24.0,29.7,19.0,0.9,0.626,0.229,92.28535877229366,84.84722798285635,6.53255910410618,95.47905433430111,45.336997096640395,88.86354209871422,85.891054887322,43.17710493571133,Big
Eric Bledsoe,2015-16,PHX,Guard/Wing,Guard/Wing,26.0,28.5,5.6,8.6,0.557,0.27,89.37480985701247,59.51475509583207,89.1770611499848,37.72436872528141,58.59446303620322,65.97961667173715,83.09502078896664,90.91116519622756,Guard/Wing
Eric Gordon,2015-16,NOP,Guard/Wing,Guard/Wing,27.0,22.6,3.3,4.0,0.565,0.203,65.83510800121691,78.35158706013588,45.208396714329176,1.2777608761788866,50.99634925463948,71.52418618801339,53.209613629449336,53.384545177973834,Guard/Wing
Ersan Ilyasova,2015-16,ORL,Guard/Wing,Guard/Wing,29.0,20.0,10.5,1.7,0.526,0.18,49.07970794037116,54.337795355440626,3.8180711895345296,90.9872223912382,42.28019470641923,38.614237906906,43.2587972822229,23.201247337998176,Guard/Wing
Evan Fournier,2015-16,ORL,Guard/Wing,Guard/Wing,23.0,23.5,4.4,4.1,0.587,0.2,70.96136294493459,79.22878004259204,44.79008214177061,11.29449345908123,39.65622147855187,84.62884088834804,68.40837643241049,52.152418618801335,Guard/Wing
Evan Turner,2015-16,BOS,Guard/Wing,Guard/Wing,27.0,17.9,8.3,7.5,0.513,0.184,33.396714329175545,16.35229692728932,78.88652266504411,72.44447824764222,84.9406753878917,28.087922117432306,50.06338099584221,62.78521448128993,Guard/Wing
Festus Ezeli,2015-16,GSW,Big,Big,26.0,19.7,15.8,2.0,0.559,0.177,49.813355454168395,32.579842389050185,29.365408544172546,80.11198672749896,80.68021567814185,55.76524263790959,57.852896446840866,38.5006221484861,Big
Frank Kaminsky,2015-16,CHA,Guard/Wing,Guard/Wing,23.0,17.4,9.6,2.8,0.513,0.166,30.13386066321874,37.906905993306964,27.39580164283541,83.16093702464254,78.68116823851537,28.087922117432306,28.65835108001217,29.18694858533617,Guard/Wing
Garrett Temple,2015-16,WAS,Guard/Wing,Guard/Wing,30.0,14.4,5.2,3.5,0.52,0.14,12.169151201703682,44.20951221985599,31.784301794949805,29.920900517188926,79.28202007909948,33.76939458472771,13.69283034175033,22.46349254639489,Guard/Wing
Gary Harris,2015-16,DEN,Guard/Wing,Guard/Wing,21.0,18.8,4.4,3.0,0.566,0.16,40.17341040462428,57.50177466788358,26.041983571645876,11.29449345908123,29.24399148159416,72.21630666261028,48.61068857113883,26.087617888652268,Guard/Wing
Gary Neal,2015-16,WAS,Guard/Wing,Guard/Wing,31.0,23.1,4.9,2.8,0.558,0.204,68.79373288713111,67.9545685021803,29.898083358685735,27.89017341040462,23.74505628232431,66.6413142683298,69.26275225636346,46.02601156069364,Guard/Wing
George Hill,2015-16,IND,Guard/Wing,Guard/Wing,30.0,17.4,5.8,5.1,0.555,0.157,30.13386066321874,67.78470743332319,56.084575600851835,37.72436872528141,79.88287191968361,64.44326133252206,36.71280803163979,40.10115606936416,Guard/Wing
Gerald Green,2015-16,MIA,Guard/Wing,Guard/Wing,30.0,19.9,5.3,1.8,0.491,0.192,48.28871311226042,41.0759557854173,4.669911773653788,26.041983571645876,71.34164891998783,14.542135686035898,37.89422979413853,28.95877700030423,Guard/Wing
Gerald Henderson,2015-16,POR,Guard/Wing,Guard/Wing,28.0,21.5,7.3,2.6,0.526,0.201,59.40827502281716,40.786938444376844,19.729236385762093,59.49193793732888,59.27137207179799,38.614237906906,57.78065104958929,39.96425311834499,Guard/Wing
Giannis Antetokounmpo,2015-16,MIL,Big,Big,21.0,24.0,10.9,6.1,0.566,0.221,73.95271671505598,68.65062906124706,95.66569888013272,13.3139776026545,36.619659892160925,60.700953961012026,67.5791511129545,85.9187059311489,Big
Goran Dragic,2015-16,MIA,Guard/Wing,Guard/Wing,30.0,21.5,5.9,8.9,0.537,0.211,59.40827502281716,34.06094716560187,85.06236689990874,37.72436872528141,73.85153635533922,48.50167325829023,70.04107088530576,75.87465774262245,Guard/Wing
Gordon Hayward,2015-16,UTA,Guard/Wing,Guard/Wing,26.0,28.2,7.1,5.3,0.559,0.25,88.66747794341345,60.21448128993003,63.005780346820806,59.49193793732888,66.94554304837239,67.32582902342563,74.41182435858433,75.14450867052022,Guard/Wing
Gorgui Dieng,2015-16,MIN,Big,Big,26.0,18.5,13.1,3.2,0.601,0.165,41.20696806304438,73.2683533803401,64.86934881791787,50.39402737453339,49.38096225632517,81.16963915387807,49.57140882068297,51.64869348817918,Big
Greg Monroe,2015-16,MIL,Big,Big,26.0,26.2,15.1,3.9,0.562,0.231,83.11903774367482,33.298769528549705,79.82165076731647,76.627955205309,44.86312733305682,57.92202405640813,75.70855799806442,80.18457071754459,Big
Greivis Vasquez,2015-16,MIL,Guard/Wing,Guard/Wing,29.0,14.4,5.2,10.1,0.435,0.184,12.169151201703682,28.719196836020686,92.2421661089139,26.041983571645876,31.19866139336781,1.5363553392150897,19.754588784098978,69.46303620322483,Guard/Wing
Harrison Barnes,2015-16,GSW,Guard/Wing,Guard/Wing,24.0,18.0,7.6,2.7,0.559,0.156,34.104046242774565,59.34996450664233,15.127776087617889,68.07118953452996,78.08031639793126,67.32582902342563,44.982760369130915,19.26909035594767,Guard/Wing
Hassan Whiteside,2015-16,MIA,Big,Big,27.0,25.0,20.8,0.7,0.629,0.201,78.72252177519702,43.86838103138393,1.9908751555371216,97.96764827872252,86.33347158855247,89.63085856491082,78.27319231300983,33.533803401078394,Big
Hollis Thompson,2015-16,PHI,Guard/Wing,Guard/Wing,25.0,16.8,6.0,2.2,0.525,0.157,26.148463644660787,63.68268938241558,12.047459689686644,41.48919987830848,39.07058107696988,37.640705810769695,21.78531589088328,18.082598113781565,Guard/Wing
Ian Mahinmi,2015-16,IND,Big,Big,29.0,17.7,13.6,2.8,0.603,0.157,36.08461219411033,41.32448499930872,58.95893819991704,48.652011613438404,62.78307756117793,81.9991704686852,52.18443246232545,45.634591455827454,Big
Iman Shumpert,2015-16,CLE,Guard/Wing,Guard/Wing,26.0,11.9,7.8,3.5,0.475,0.13,4.243991481594159,23.633505729642025,30.544569516276237,67.1128688773958,85.32096136294494,8.305445695162762,5.965419328668491,19.367964709461514,Guard/Wing
Isaiah Canaan,2015-16,PHI,Guard/Wing,Guard/Wing,25.0,20.8,4.3,3.4,0.528,0.191,54.60906601764527,65.26214379880336,41.671737146334046,8.57164587770003,35.526315789473685,40.279890477639185,36.583510800121694,47.03376939458473,Guard/Wing
Isaiah Thomas,2015-16,BOS,Guard/Wing,Guard/Wing,27.0,32.8,4.4,9.2,0.562,0.289,95.70276848189839,67.71372071797992,91.30666261028293,9.796166717371463,69.34895041070885,69.36416184971098,77.90538484940674,93.68725281411622,Guard/Wing
Ish Smith,2015-16,PHI,Guard/Wing,Guard/Wing,27.0,21.0,6.6,10.8,0.465,0.235,56.00091268634013,20.809248554913292,96.66869485853363,50.45634317006389,31.19866139336781,5.552175235777304,54.129905689078186,88.68649224216611,Guard/Wing
